DateTime,power,power_q5,power_q10,power_q25,power_q75,power_q90,power_q95
2025-06-20 22:00:00+00:00,19400.939227152758,18106.625892231234,29787.49280652347,22538.79175464168,23893.298642416026,31072.136848032518,33458.67753552229
2025-06-20 23:00:00+00:00,19287.23575060409,18042.822232590148,29741.59934573591,22419.811501723205,23796.952523776177,30022.402467433163,33378.59596065579
2025-06-21 00:00:00+00:00,19281.712981238878,17935.478300528972,29726.144219110636,22315.99196964496,23811.29159466641,30079.78867709675,33362.571942403316
2025-06-21 01:00:00+00:00,19281.719656774105,18000.472608099724,29746.23641177967,22365.538629088944,23811.51644757998,30143.385289479644,33360.13863592881
2025-06-21 02:00:00+00:00,19201.802984106143,18054.769477823975,29768.635085224283,22236.442719599614,23826.89646309696,30243.119878054058,33329.023750946144
2025-06-21 03:00:00+00:00,22114.678371414135,18381.427962171878,30086.189141702445,22949.904316177977,24073.977723361968,30267.257738851375,33431.937192996484
2025-06-21 04:00:00+00:00,25955.559563414896,20496.22846521638,31763.701995020132,25429.831761782378,24761.572276967745,31009.049941489582,34641.382923305966
2025-06-21 05:00:00+00:00,31734.71997458987,23277.91710485294,34550.38735450783,31136.85669011723,32820.72259799181,34741.33394384184,36886.124463119835
2025-06-21 06:00:00+00:00,37736.94378725309,26067.798718128728,37136.11275401903,38711.42176425718,37961.48617667209,36295.72599629841,40073.490954883564
2025-06-21 07:00:00+00:00,40179.481487464574,27266.675418907234,39080.54765531523,41000.19832757683,40751.40627698674,40777.866018353874,41043.13575368079
2025-06-21 08:00:00+00:00,40881.68827292303,27298.094596981646,39698.09845580965,41284.1752679487,41384.07884113611,41976.25849480448,41535.825146672985
2025-06-21 09:00:00+00:00,41950.97472044054,27340.140807576838,39962.01100084213,41963.63914928435,41979.98799891735,42552.81243174552,42326.4649577149
2025-06-21 10:00:00+00:00,41974.62008511608,27373.49274586842,39970.53207516767,41954.125223614545,41974.579948366634,42566.28674650347,42380.83093785394
2025-06-21 11:00:00+00:00,41963.37084095821,27369.667570272286,40016.75452326515,41924.11759942505,41979.55684204156,42564.38409719701,42393.65303716418
2025-06-21 12:00:00+00:00,41953.69079279341,27369.667570272286,39999.354995829715,41922.47090913684,41994.24406844811,42546.537276402865,42324.4003233952
2025-06-21 13:00:00+00:00,41809.54369978471,27369.667570272286,39971.2408765017,41926.64623988723,41942.75876076348,42416.79896878518,42072.353173734715
2025-06-21 14:00:00+00:00,40588.89807585422,27376.868349554985,39439.35822908863,41315.22710709079,41025.98405362731,41340.24782832322,41371.93331226547
2025-06-21 15:00:00+00:00,39584.91994475405,27069.746833373494,38521.25575727248,40192.603568433915,40005.993984392975,39933.777996161836,40624.59529558986
2025-06-21 16:00:00+00:00,36339.122762351704,25292.512371490266,36759.536442388555,35926.138481392,37006.101633302496,36326.796612775775,39936.58909656705
2025-06-21 17:00:00+00:00,30376.12096441007,22593.09771084501,34218.453499504605,29105.634672834676,31736.147934511584,35127.44398378582,37809.13676354162
2025-06-21 18:00:00+00:00,25586.91628727159,19801.528622868096,31286.338185752047,24785.406356345797,25789.380686830777,33115.59776609167,35643.17991926057
2025-06-21 19:00:00+00:00,21821.87624097051,18436.713746697853,30106.45023427262,23155.49703290815,24920.180047067675,32689.93239770791,35106.82527579565
2025-06-21 20:00:00+00:00,19990.844123911316,18270.106888056376,29781.33403929382,23057.994818598607,24872.825566103867,32571.93311657749,35059.04826532246
2025-06-21 21:00:00+00:00,20012.517555077964,18276.78730455724,29853.99153230815,23046.860323536028,24882.73942702229,32707.08171350518,34616.63206339694
2025-06-21 22:00:00+00:00,19726.872979708176,18262.839093454026,29852.337127511124,22950.911053745323,24586.087347818535,32327.656642104124,33606.55236079719
2025-06-21 23:00:00+00:00,19694.88958625248,18216.329686440906,29806.82034065757,22801.572254966788,24123.498119963257,31811.385175947307,33397.75818892099
2025-06-22 00:00:00+00:00,19280.350803105826,17923.214187287675,29753.43263336669,22532.29765023798,23752.78465586837,31070.2487220129,33390.296705451445
